IDA* on non-unit STP problem 0
(4x4)14 13 15 7 11 12 9 5 6 0 2 1 4 8 10 3
(4x4)0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
F bound current: 45.0 | 0 expanded | 0 generated
F bound current: 49.739423076923075 | 1726 expanded | 5184 generated
F bound current: 49.746266233766235 | 1791 expanded | 5378 generated
F bound current: 49.74702380952381 | 1857 expanded | 5574 generated
F bound current: 49.74775641025641 | 1924 expanded | 5774 generated
F bound current: 49.752518315018314 | 1992 expanded | 5978 generated
F bound current: 49.77199883449883 | 2063 expanded | 6191 generated
F bound current: 49.78033216783217 | 2135 expanded | 6407 generated
F bound current: 49.79418498168498 | 2208 expanded | 6625 generated
F bound current: 49.798946886446885 | 2282 expanded | 6847 generated
F bound current: 49.80535714285714 | 2357 expanded | 7073 generated
F bound current: 49.81646825396825 | 2434 expanded | 7304 generated
F bound current: 49.82202380952381 | 2512 expanded | 7538 generated
F bound current: 49.82394688644688 | 2591 expanded | 7776 generated
F bound current: 49.826760739260735 | 2671 expanded | 8017 generated
F bound current: 49.83033216783217 | 2753 expanded | 8263 generated
F bound current: 49.837932900432904 | 2836 expanded | 8512 generated
F bound current: 49.84626623376624 | 2920 expanded | 8764 generated
F bound current: 49.846962759462755 | 3005 expanded | 9018 generated
F bound current: 49.84775641025641 | 3091 expanded | 9275 generated
F bound current: 49.872756410256414 | 3179 expanded | 9539 generated
F bound current: 49.875869963369965 | 3268 expanded | 9806 generated
F bound current: 49.877518315018314 | 3358 expanded | 10076 generated
F bound current: 49.89061355311355 | 3451 expanded | 10354 generated
F bound current: 49.89537545787546 | 3546 expanded | 10638 generated
F bound current: 49.913690476190474 | 3642 expanded | 10926 generated
F bound current: 49.9184274059274 | 3739 expanded | 11218 generated
F bound current: 49.91918498168498 | 3837 expanded | 11512 generated
F bound current: 49.92126623376623 | 3936 expanded | 11808 generated
F bound current: 49.931089743589745 | 4037 expanded | 12109 generated
F bound current: 49.93313492063492 | 4141 expanded | 12419 generated
F bound current: 49.944184981684984 | 4246 expanded | 12732 generated
F bound current: 49.96204212454212 | 4352 expanded | 13047 generated
F bound current: 49.96753663003663 | 4459 expanded | 13366 generated
F bound current: 49.9684274059274 | 4567 expanded | 13688 generated
F bound current: 49.971998834498834 | 4676 expanded | 14013 generated
F bound current: 49.97229853479853 | 4786 expanded | 14340 generated
F bound current: 49.989423076923075 | 4897 expanded | 14670 generated
F bound current: 49.990613553113555 | 5009 expanded | 15003 generated
F bound current: 49.99702380952381 | 5122 expanded | 15340 generated
F bound current: 50.013690476190476 | 5237 expanded | 15682 generated
F bound current: 50.01561355311355 | 5353 expanded | 16028 generated
F bound current: 50.02199883449883 | 5470 expanded | 16377 generated
F bound current: 50.03033216783217 | 5588 expanded | 16729 generated
F bound current: 50.031089743589746 | 5707 expanded | 17083 generated
F bound current: 50.0379329004329 | 5827 expanded | 17440 generated
F bound current: 50.0389652014652 | 5948 expanded | 17799 generated
Interrupted


IDA* on non-unit STP problem 5
(4x4)14 7 1 9 12 3 6 15 8 11 2 5 10 0 4 13
(4x4)0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
F bound current: 40.0 | 0 expanded | 0 generated
F bound current: 40.09090909090909 | 1 expanded | 3 generated
F bound current: 40.2 | 3 expanded | 8 generated
F bound current: 40.27142857142857 | 6 expanded | 16 generated
F bound current: 42.083333333333336 | 10 expanded | 26 generated
F bound current: 42.19444444444444 | 15 expanded | 40 generated
F bound current: 42.2020202020202 | 21 expanded | 57 generated
F bound current: 42.27136752136752 | 28 expanded | 77 generated
F bound current: 42.27894327894328 | 36 expanded | 100 generated
F bound current: 42.338034188034186 | 45 expanded | 126 generated
F bound current: 42.345609945609944 | 55 expanded | 154 generated
F bound current: 42.43809523809524 | 66 expanded | 184 generated
F bound current: 42.50059523809524 | 78 expanded | 217 generated
F bound current: 42.60059523809524 | 91 expanded | 253 generated
F bound current: 42.64345238095238 | 105 expanded | 291 generated
F bound current: 42.89345238095238 | 120 expanded | 333 generated
F bound current: 42.970375457875456 | 136 expanded | 379 generated
F bound current: 42.97678571428571 | 153 expanded | 428 generated
F bound current: 43.037042124542126 | 171 expanded | 481 generated
F bound current: 43.06011904761905 | 190 expanded | 536 generated
F bound current: 43.171230158730154 | 210 expanded | 595 generated
F bound current: 43.248153235653234 | 231 expanded | 657 generated
F bound current: 43.26011904761904 | 253 expanded | 722 generated
F bound current: 43.3148199023199 | 276 expanded | 790 generated
F bound current: 43.33154761904762 | 300 expanded | 860 generated
F bound current: 43.351028138528136 | 325 expanded | 933 generated
F bound current: 43.416666666666664 | 351 expanded | 1008 generated
F bound current: 43.49821428571428 | 378 expanded | 1087 generated
F bound current: 43.53333333333333 | 406 expanded | 1168 generated
F bound current: 43.56071428571428 | 435 expanded | 1253 generated
F bound current: 43.583333333333336 | 465 expanded | 1341 generated
F bound current: 43.61666666666667 | 496 expanded | 1432 generated
F bound current: 43.64404761904762 | 529 expanded | 1530 generated
F bound current: 43.645833333333336 | 563 expanded | 1632 generated
F bound current: 43.68809523809524 | 598 expanded | 1737 generated
F bound current: 43.7 | 634 expanded | 1844 generated
F bound current: 43.727777777777774 | 672 expanded | 1957 generated
F bound current: 43.74583333333334 | 711 expanded | 2073 generated
F bound current: 43.7625 | 751 expanded | 2191 generated
F bound current: 43.77142857142857 | 792 expanded | 2312 generated
F bound current: 43.79090909090909 | 834 expanded | 2437 generated
F bound current: 43.804700854700855 | 877 expanded | 2564 generated
F bound current: 43.81071428571428 | 921 expanded | 2694 generated
F bound current: 43.81666666666666 | 966 expanded | 2827 generated
F bound current: 43.8547619047619 | 1012 expanded | 2963 generated
F bound current: 43.8625 | 1059 expanded | 3103 generated
F bound current: 43.87136752136752 | 1107 expanded | 3245 generated
F bound current: 43.90535714285714 | 1156 expanded | 3389 generated
F bound current: 43.907575757575756 | 1206 expanded | 3537 generated
F bound current: 43.965873015873015 | 1257 expanded | 3687 generated
F bound current: 44.042796092796095 | 1309 expanded | 3840 generated
F bound current: 44.054761904761904 | 1362 expanded | 3996 generated
F bound current: 44.07202380952381 | 1416 expanded | 4155 generated
F bound current: 44.10946275946276 | 1474 expanded | 4326 generated
F bound current: 44.12619047619047 | 1533 expanded | 4499 generated
F bound current: 44.145670995671 | 1593 expanded | 4675 generated
F bound current: 44.15 | 1654 expanded | 4853 generated
F bound current: 44.15535714285714 | 1716 expanded | 5034 generated
F bound current: 44.22142857142857 | 1780 expanded | 5223 generated
F bound current: 44.23228021978022 | 1845 expanded | 5414 generated
F bound current: 44.266468253968256 | 1911 expanded | 5608 generated
F bound current: 44.285353535353536 | 1978 expanded | 5805 generated
F bound current: 44.292857142857144 | 2047 expanded | 6008 generated
F bound current: 44.298946886446885 | 2117 expanded | 6213 generated
F bound current: 44.34339133089133 | 2188 expanded | 6420 generated
F bound current: 44.355357142857144 | 2260 expanded | 6630 generated
F bound current: 44.410057997558 | 2333 expanded | 6843 generated
F bound current: 44.44626623376624 | 2407 expanded | 7058 generated
F bound current: 44.463034188034186 | 2482 expanded | 7275 generated
F bound current: 44.470609945609944 | 2558 expanded | 7495 generated
F bound current: 44.963034188034186 | 2635 expanded | 7718 generated
F bound current: 44.970609945609944 | 2713 expanded | 7944 generated
F bound current: 44.97678571428571 | 2792 expanded | 8173 generated
F bound current: 45.01845238095238 | 2872 expanded | 8406 generated
F bound current: 45.03928571428571 | 2953 expanded | 8642 generated
F bound current: 45.04821428571429 | 3035 expanded | 8881 generated
F bound current: 45.06303418803419 | 3118 expanded | 9123 generated
F bound current: 45.070609945609945 | 3202 expanded | 9367 generated
F bound current: 45.08148656898657 | 3287 expanded | 9613 generated
F bound current: 45.085119047619045 | 3373 expanded | 9862 generated
F bound current: 45.087896825396825 | 3460 expanded | 10113 generated
F bound current: 45.162042124542126 | 3548 expanded | 10367 generated
F bound current: 45.164819902319906 | 3637 expanded | 10624 generated
F bound current: 45.172395659895656 | 3727 expanded | 10884 generated
F bound current: 45.176785714285714 | 3818 expanded | 11146 generated
F bound current: 45.20595238095238 | 3910 expanded | 11411 generated
F bound current: 45.21488095238095 | 4003 expanded | 11678 generated
F bound current: 45.23148656898657 | 4097 expanded | 11947 generated
F bound current: 45.24821428571428 | 4192 expanded | 12218 generated
F bound current: 45.26213924963925 | 4288 expanded | 12492 generated
F bound current: 45.26769480519481 | 4385 expanded | 12768 generated
F bound current: 45.27738095238095 | 4483 expanded | 13046 generated
F bound current: 45.333333333333336 | 4582 expanded | 13327 generated
F bound current: 45.41025641025641 | 4682 expanded | 13612 generated
F bound current: 45.414880952380955 | 4783 expanded | 13900 generated
F bound current: 45.4398199023199 | 4886 expanded | 14194 generated
F bound current: 45.46213924963925 | 4990 expanded | 14491 generated
F bound current: 45.476190476190474 | 5095 expanded | 14791 generated
F bound current: 45.47692307692308 | 5201 expanded | 15095 generated
F bound current: 45.477380952380955 | 5308 expanded | 15401 generated
F bound current: 45.51845238095238 | 5416 expanded | 15710 generated
Interrupted


IDA* on non-unit STP problem 6
(4x4)2 11 15 5 13 4 6 7 12 8 10 1 9 3 14 0
(4x4)0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
F bound current: 33.0 | 0 expanded | 0 generated
F bound current: 35.06666666666667 | 1 expanded | 2 generated
F bound current: 35.31666666666666 | 3 expanded | 7 generated
F bound current: 35.416666666666664 | 6 expanded | 15 generated
F bound current: 35.493589743589745 | 10 expanded | 25 generated
F bound current: 35.5 | 15 expanded | 38 generated
F bound current: 35.565018315018314 | 21 expanded | 54 generated
F bound current: 35.60470085470085 | 28 expanded | 73 generated
F bound current: 35.70470085470085 | 36 expanded | 96 generated
F bound current: 35.76501831501832 | 45 expanded | 122 generated
F bound current: 35.848351648351645 | 55 expanded | 152 generated
F bound current: 36.18168498168498 | 66 expanded | 185 generated
F bound current: 37.157575757575756 | 78 expanded | 220 generated
F bound current: 37.42777777777778 | 92 expanded | 262 generated
F bound current: 37.59090909090909 | 107 expanded | 308 generated
F bound current: 37.625 | 123 expanded | 358 generated
F bound current: 37.695609945609945 | 140 expanded | 411 generated
F bound current: 37.78162393162393 | 161 expanded | 476 generated
F bound current: 37.804700854700855 | 183 expanded | 543 generated
F bound current: 37.876129426129424 | 206 expanded | 614 generated
F bound current: 37.88803418803419 | 230 expanded | 689 generated
F bound current: 37.907875457875456 | 255 expanded | 767 generated
F bound current: 37.91085164835165 | 281 expanded | 849 generated
F bound current: 37.95470085470085 | 308 expanded | 934 generated
F bound current: 37.970375457875456 | 336 expanded | 1022 generated
F bound current: 37.976129426129425 | 365 expanded | 1113 generated
F bound current: 38.02136752136752 | 395 expanded | 1207 generated
F bound current: 38.05370879120879 | 426 expanded | 1303 generated
F bound current: 38.07751831501832 | 458 expanded | 1402 generated
F bound current: 38.13704212454212 | 491 expanded | 1503 generated
F bound current: 38.221367521367526 | 525 expanded | 1606 generated
F bound current: 38.381684981684984 | 560 expanded | 1711 generated
F bound current: 38.38704212454213 | 596 expanded | 1819 generated
F bound current: 38.724242424242426 | 633 expanded | 1929 generated
F bound current: 38.782575757575756 | 671 expanded | 2041 generated
F bound current: 38.89835164835165 | 710 expanded | 2156 generated
F bound current: 39.04560994560995 | 750 expanded | 2273 generated
F bound current: 39.26227661227661 | 791 expanded | 2393 generated
F bound current: 39.26868686868687 | 833 expanded | 2515 generated
F bound current: 39.3004329004329 | 876 expanded | 2641 generated
F bound current: 39.320609945609945 | 920 expanded | 2771 generated
F bound current: 39.3629329004329 | 965 expanded | 2904 generated
F bound current: 39.44626623376623 | 1011 expanded | 3040 generated
F bound current: 39.50470085470086 | 1058 expanded | 3179 generated
F bound current: 39.512276612276615 | 1106 expanded | 3321 generated
F bound current: 39.51868686868687 | 1155 expanded | 3466 generated
F bound current: 39.52959956709957 | 1209 expanded | 3626 generated
F bound current: 39.57612942612943 | 1264 expanded | 3788 generated
F bound current: 39.60470085470085 | 1320 expanded | 3953 generated
F bound current: 39.618686868686865 | 1377 expanded | 4120 generated
F bound current: 39.62777777777778 | 1435 expanded | 4289 generated
F bound current: 39.657575757575756 | 1494 expanded | 4462 generated
F bound current: 39.695609945609945 | 1554 expanded | 4638 generated
F bound current: 39.69920634920635 | 1615 expanded | 4817 generated
F bound current: 39.7020202020202 | 1677 expanded | 4999 generated
F bound current: 39.71111111111111 | 1740 expanded | 5185 generated
F bound current: 39.715811965811966 | 1804 expanded | 5374 generated
F bound current: 39.73376623376623 | 1869 expanded | 5566 generated
F bound current: 39.767038517038515 | 1935 expanded | 5762 generated
F bound current: 39.767857142857146 | 2002 expanded | 5961 generated
F bound current: 39.77612942612943 | 2070 expanded | 6164 generated
F bound current: 39.77959956709957 | 2139 expanded | 6371 generated
F bound current: 39.791666666666664 | 2209 expanded | 6580 generated
F bound current: 39.792735042735046 | 2280 expanded | 6791 generated
F bound current: 39.79626623376623 | 2352 expanded | 7006 generated
F bound current: 39.83035714285714 | 2425 expanded | 7224 generated
F bound current: 39.83846708846709 | 2499 expanded | 7445 generated
F bound current: 39.85946275946276 | 2574 expanded | 7670 generated
F bound current: 39.876129426129424 | 2650 expanded | 7898 generated
F bound current: 39.87959956709957 | 2727 expanded | 8129 generated
F bound current: 39.89273504273504 | 2805 expanded | 8363 generated
F bound current: 39.90096708846709 | 2885 expanded | 8603 generated
F bound current: 39.907575757575756 | 2966 expanded | 8846 generated
F bound current: 39.913690476190474 | 3048 expanded | 9092 generated
F bound current: 39.94755799755799 | 3131 expanded | 9341 generated
F bound current: 39.947557997558 | 3215 expanded | 9593 generated
F bound current: 39.95053418803419 | 3300 expanded | 9849 generated
F bound current: 39.9520202020202 | 3386 expanded | 10108 generated
F bound current: 39.962932900432904 | 3473 expanded | 10370 generated
F bound current: 39.96416361416361 | 3561 expanded | 10634 generated
F bound current: 39.96703851703852 | 3651 expanded | 10904 generated
F bound current: 39.98430042180043 | 3751 expanded | 11206 generated
F bound current: 39.99702380952381 | 3852 expanded | 11511 generated
F bound current: 39.99878454878455 | 3954 expanded | 11818 generated
F bound current: 40.003846153846155 | 4060 expanded | 12137 generated
F bound current: 40.00757575757576 | 4167 expanded | 12458 generated
F bound current: 40.010057997558 | 4275 expanded | 12781 generated
F bound current: 40.032875457875456 | 4384 expanded | 13107 generated
F bound current: 40.044444444444444 | 4495 expanded | 13439 generated
F bound current: 40.04560994560995 | 4607 expanded | 13773 generated
F bound current: 40.050371850371846 | 4721 expanded | 14114 generated
F bound current: 40.0520202020202 | 4836 expanded | 14458 generated
F bound current: 40.0530525030525 | 4952 expanded | 14804 generated
F bound current: 40.05370879120879 | 5069 expanded | 15152 generated
F bound current: 40.067633755133755 | 5187 expanded | 15504 generated
F bound current: 40.08076923076923 | 5306 expanded | 15858 generated
F bound current: 40.08449883449883 | 5426 expanded | 16215 generated
F bound current: 40.093391330891336 | 5547 expanded | 16575 generated
F bound current: 40.117200854700855 | 5669 expanded | 16938 generated
F bound current: 40.12894327894328 | 5792 expanded | 17303 generated
F bound current: 40.13704212454213 | 5916 expanded | 17671 generated
Interrupted


IDA* on non-unit STP problem 7
(4x4)12 11 15 3 8 0 4 2 6 13 9 5 14 1 10 7
(4x4)0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
F bound current: 37.0 | 0 expanded | 0 generated
F bound current: 37.083333333333336 | 1 expanded | 4 generated
F bound current: 37.111111111111114 | 3 expanded | 11 generated
F bound current: 37.16025641025641 | 6 expanded | 21 generated
F bound current: 37.18803418803419 | 10 expanded | 33 generated
F bound current: 37.2 | 15 expanded | 47 generated
F bound current: 37.2625 | 21 expanded | 65 generated
F bound current: 37.34583333333333 | 28 expanded | 86 generated
F bound current: 37.42275641025641 | 36 expanded | 110 generated
F bound current: 37.53333333333333 | 45 expanded | 136 generated
F bound current: 37.7 | 55 expanded | 165 generated
F bound current: 37.825 | 66 expanded | 197 generated
F bound current: 39.07142857142857 | 78 expanded | 231 generated
F bound current: 39.145833333333336 | 91 expanded | 269 generated
F bound current: 39.17142857142857 | 105 expanded | 310 generated
F bound current: 39.214285714285715 | 120 expanded | 355 generated
F bound current: 39.25396825396825 | 136 expanded | 403 generated
F bound current: 39.262337662337664 | 153 expanded | 454 generated
F bound current: 39.27136752136752 | 171 expanded | 508 generated
F bound current: 39.3 | 191 expanded | 568 generated
F bound current: 39.32539682539682 | 212 expanded | 632 generated
F bound current: 39.338095238095235 | 235 expanded | 703 generated
F bound current: 39.371428571428574 | 259 expanded | 777 generated
F bound current: 39.39090909090909 | 284 expanded | 855 generated
F bound current: 39.3968253968254 | 310 expanded | 936 generated
F bound current: 39.4023199023199 | 337 expanded | 1021 generated
F bound current: 39.43650793650794 | 365 expanded | 1108 generated
F bound current: 39.463095238095235 | 394 expanded | 1199 generated
F bound current: 39.46666666666667 | 424 expanded | 1292 generated
F bound current: 39.48015873015873 | 455 expanded | 1388 generated
F bound current: 39.5125 | 487 expanded | 1487 generated
F bound current: 39.51428571428571 | 520 expanded | 1588 generated
F bound current: 39.51984126984127 | 554 expanded | 1692 generated
F bound current: 39.53386752136752 | 589 expanded | 1799 generated
F bound current: 39.545833333333334 | 625 expanded | 1909 generated
F bound current: 39.55708180708181 | 662 expanded | 2023 generated
F bound current: 39.57142857142857 | 700 expanded | 2139 generated
F bound current: 39.579365079365076 | 739 expanded | 2258 generated
F bound current: 39.59166666666667 | 779 expanded | 2380 generated
F bound current: 39.596825396825395 | 820 expanded | 2504 generated
F bound current: 39.62539682539683 | 862 expanded | 2632 generated
F bound current: 39.63650793650794 | 905 expanded | 2763 generated
F bound current: 39.63809523809524 | 949 expanded | 2898 generated
F bound current: 39.656288156288156 | 994 expanded | 3035 generated
F bound current: 39.65694444444445 | 1040 expanded | 3174 generated
F bound current: 39.659325396825395 | 1087 expanded | 3316 generated
F bound current: 39.69900793650794 | 1135 expanded | 3461 generated
F bound current: 39.7023199023199 | 1184 expanded | 3609 generated
F bound current: 39.73386752136752 | 1234 expanded | 3759 generated
F bound current: 39.74265873015873 | 1285 expanded | 3911 generated
F bound current: 39.78234126984127 | 1337 expanded | 4066 generated
F bound current: 39.78333333333333 | 1390 expanded | 4224 generated
F bound current: 39.79980158730159 | 1444 expanded | 4384 generated
F bound current: 39.8 | 1499 expanded | 4547 generated
F bound current: 39.8195818070818 | 1555 expanded | 4714 generated
F bound current: 39.82539682539682 | 1612 expanded | 4883 generated
F bound current: 39.87123015873016 | 1671 expanded | 5059 generated
F bound current: 39.871428571428574 | 1731 expanded | 5239 generated
F bound current: 39.89206349206349 | 1793 expanded | 5426 generated
F bound current: 39.90873015873016 | 1856 expanded | 5615 generated
F bound current: 39.91590909090909 | 1920 expanded | 5807 generated
F bound current: 39.93015873015873 | 1985 expanded | 6002 generated
F bound current: 39.933867521367524 | 2051 expanded | 6200 generated
F bound current: 39.93809523809524 | 2118 expanded | 6401 generated
F bound current: 39.96349206349206 | 2186 expanded | 6604 generated
F bound current: 39.96825396825397 | 2255 expanded | 6810 generated
F bound current: 39.96984126984127 | 2325 expanded | 7020 generated
F bound current: 39.98234126984127 | 2396 expanded | 7233 generated
F bound current: 39.98565323565323 | 2469 expanded | 7454 generated
F bound current: 40.01428571428571 | 2543 expanded | 7677 generated
F bound current: 40.096825396825395 | 2618 expanded | 7903 generated
F bound current: 40.10634920634921 | 2694 expanded | 8132 generated
F bound current: 40.12519841269841 | 2771 expanded | 8364 generated
F bound current: 40.12539682539683 | 2850 expanded | 8602 generated
F bound current: 40.13650793650794 | 2930 expanded | 8843 generated
F bound current: 40.18327228327228 | 3011 expanded | 9087 generated
F bound current: 40.20212148962149 | 3093 expanded | 9333 generated
F bound current: 40.2023199023199 | 3177 expanded | 9583 generated
F bound current: 40.221825396825395 | 3262 expanded | 9835 generated
F bound current: 40.26150793650794 | 3348 expanded | 10089 generated
F bound current: 40.32539682539682 | 3435 expanded | 10345 generated
F bound current: 40.37123015873016 | 3523 expanded | 10605 generated
F bound current: 40.371428571428574 | 3612 expanded | 10868 generated
F bound current: 40.402121489621486 | 3702 expanded | 11134 generated
F bound current: 40.40873015873016 | 3794 expanded | 11406 generated
F bound current: 40.43789682539683 | 3887 expanded | 11681 generated
F bound current: 40.43809523809524 | 3981 expanded | 11958 generated
F bound current: 40.46825396825397 | 4076 expanded | 12237 generated
F bound current: 40.48565323565323 | 4172 expanded | 12519 generated
F bound current: 40.509325396825396 | 4269 expanded | 12803 generated
F bound current: 40.53492063492064 | 4367 expanded | 13090 generated
F bound current: 40.89090909090909 | 4466 expanded | 13379 generated
F bound current: 40.95757575757575 | 4566 expanded | 13671 generated
F bound current: 41.28095238095238 | 4667 expanded | 13965 generated
F bound current: 41.32063492063492 | 4769 expanded | 14261 generated
F bound current: 41.33386752136752 | 4872 expanded | 14559 generated
F bound current: 41.34583333333333 | 4976 expanded | 14860 generated
F bound current: 41.35470085470085 | 5081 expanded | 15165 generated
F bound current: 41.371428571428574 | 5187 expanded | 15474 generated
F bound current: 41.38247863247863 | 5294 expanded | 15787 generated
F bound current: 41.387337662337664 | 5402 expanded | 16104 generated
Interrupted


IDA* on non-unit STP problem 8
(4x4)3 14 9 11 5 4 8 2 13 12 6 7 10 1 15 0
(4x4)0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
F bound current: 37.0 | 0 expanded | 0 generated
F bound current: 37.0625 | 1 expanded | 2 generated
F bound current: 39.125 | 3 expanded | 7 generated
F bound current: 39.205357142857146 | 6 expanded | 15 generated
F bound current: 39.31646825396825 | 10 expanded | 27 generated
F bound current: 39.330357142857146 | 15 expanded | 43 generated
F bound current: 39.416468253968254 | 21 expanded | 62 generated
F bound current: 39.49980158730159 | 28 expanded | 84 generated
F bound current: 39.64980158730159 | 36 expanded | 108 generated
F bound current: 39.73313492063492 | 45 expanded | 135 generated
F bound current: 39.77480158730159 | 55 expanded | 164 generated
F bound current: 40.5625 | 66 expanded | 196 generated
F bound current: 40.63942307692308 | 78 expanded | 231 generated
F bound current: 40.65340909090909 | 91 expanded | 270 generated
F bound current: 40.71085164835165 | 105 expanded | 311 generated
F bound current: 40.72483766233766 | 120 expanded | 355 generated
F bound current: 40.801760739260736 | 136 expanded | 402 generated
F bound current: 40.839423076923076 | 154 expanded | 455 generated
F bound current: 40.877518315018314 | 173 expanded | 512 generated
F bound current: 40.878683816183816 | 193 expanded | 572 generated
F bound current: 40.89150432900433 | 214 expanded | 635 generated
F bound current: 40.89266983016983 | 236 expanded | 701 generated
F bound current: 40.906089743589746 | 260 expanded | 773 generated
F bound current: 40.950112387612386 | 285 expanded | 848 generated
F bound current: 40.95053418803419 | 311 expanded | 927 generated
F bound current: 40.9640984015984 | 338 expanded | 1010 generated
F bound current: 41.00176073926074 | 366 expanded | 1095 generated
F bound current: 41.00608974358974 | 395 expanded | 1184 generated
F bound current: 41.04102147852148 | 426 expanded | 1279 generated
F bound current: 41.05053418803419 | 459 expanded | 1380 generated
F bound current: 41.06842740592741 | 493 expanded | 1484 generated
F bound current: 41.07751831501832 | 528 expanded | 1591 generated
F bound current: 41.089423076923076 | 564 expanded | 1702 generated
F bound current: 41.09150432900433 | 601 expanded | 1815 generated
F bound current: 41.09339133089133 | 639 expanded | 1932 generated
F bound current: 41.112871850371846 | 679 expanded | 2056 generated
F bound current: 41.13386752136752 | 720 expanded | 2184 generated
F bound current: 41.14418498168498 | 762 expanded | 2314 generated
F bound current: 41.15011238761239 | 805 expanded | 2447 generated
F bound current: 41.156089743589746 | 849 expanded | 2584 generated
F bound current: 41.158170995671 | 894 expanded | 2723 generated
F bound current: 41.1684274059274 | 940 expanded | 2865 generated
F bound current: 41.188629426129424 | 988 expanded | 3013 generated
F bound current: 41.20261544011544 | 1037 expanded | 3165 generated
F bound current: 41.20768814518814 | 1087 expanded | 3321 generated
F bound current: 41.21287185037185 | 1139 expanded | 3483 generated
F bound current: 41.21677905427905 | 1192 expanded | 3648 generated
F bound current: 41.21839133089133 | 1246 expanded | 3816 generated
F bound current: 41.24418498168498 | 1301 expanded | 3987 generated
F bound current: 41.25176073926074 | 1357 expanded | 4161 generated
F bound current: 41.25572899322899 | 1414 expanded | 4337 generated
F bound current: 41.258170995670994 | 1477 expanded | 4532 generated
F bound current: 41.261223498723496 | 1541 expanded | 4730 generated
F bound current: 41.267857142857146 | 1606 expanded | 4932 generated
F bound current: 41.28228021978022 | 1672 expanded | 5138 generated
F bound current: 41.28386752136752 | 1739 expanded | 5348 generated
F bound current: 41.288629426129425 | 1807 expanded | 5561 generated
F bound current: 41.29620518370518 | 1876 expanded | 5777 generated
F bound current: 41.30261544011544 | 1946 expanded | 5995 generated
F bound current: 41.306100843600845 | 2017 expanded | 6216 generated
F bound current: 41.31677905427905 | 2089 expanded | 6441 generated
F bound current: 41.31842740592741 | 2163 expanded | 6672 generated
F bound current: 41.32751831501832 | 2238 expanded | 6905 generated
F bound current: 41.33148656898657 | 2314 expanded | 7140 generated
F bound current: 41.34150432900433 | 2392 expanded | 7382 generated
F bound current: 41.34547258297258 | 2471 expanded | 7626 generated
F bound current: 41.3612234987235 | 2554 expanded | 7882 generated
F bound current: 41.367200854700855 | 2638 expanded | 8141 generated
F bound current: 41.37196275946276 | 2723 expanded | 8402 generated
F bound current: 41.37276751026751 | 2809 expanded | 8665 generated
F bound current: 41.37896825396825 | 2896 expanded | 8931 generated
F bound current: 41.38072899322899 | 2984 expanded | 9201 generated
F bound current: 41.385948773448774 | 3073 expanded | 9474 generated
F bound current: 41.39285714285714 | 3163 expanded | 9749 generated
F bound current: 41.39418498168498 | 3254 expanded | 10026 generated
F bound current: 41.40011238761239 | 3346 expanded | 10305 generated
F bound current: 41.40408064158064 | 3439 expanded | 10586 generated
F bound current: 41.407688145188146 | 3534 expanded | 10874 generated
F bound current: 41.408170995671 | 3631 expanded | 11170 generated
F bound current: 41.408867521367526 | 3729 expanded | 11468 generated
F bound current: 41.44455683205683 | 3828 expanded | 11769 generated
F bound current: 41.44620518370518 | 3928 expanded | 12072 generated
F bound current: 41.45648656898657 | 4029 expanded | 12378 generated
F bound current: 41.46677905427905 | 4131 expanded | 12687 generated
F bound current: 41.47047258297258 | 4234 expanded | 12998 generated
F bound current: 41.47276751026751 | 4338 expanded | 13312 generated
F bound current: 41.47435481185481 | 4444 expanded | 13632 generated
F bound current: 41.478968253968254 | 4552 expanded | 13958 generated
F bound current: 41.48228021978022 | 4661 expanded | 14287 generated
F bound current: 41.483134920634924 | 4771 expanded | 14620 generated
F bound current: 41.516468253968256 | 4882 expanded | 14956 generated
F bound current: 41.51879925629925 | 4994 expanded | 15296 generated
F bound current: 41.52196275946276 | 5108 expanded | 15644 generated
F bound current: 41.52908064158064 | 5223 expanded | 15995 generated
F bound current: 41.52953851703852 | 5339 expanded | 16349 generated
F bound current: 41.53594877344877 | 5456 expanded | 16705 generated
F bound current: 41.545634920634924 | 5574 expanded | 17064 generated
F bound current: 41.548946886446885 | 5693 expanded | 17426 generated
F bound current: 41.556100843600845 | 5813 expanded | 17791 generated
F bound current: 41.56230158730159 | 5934 expanded | 18158 generated
F bound current: 41.57120518370518 | 6056 expanded | 18527 generated
Interrupted


IDA* on non-unit STP problem 9
(4x4)13 11 8 9 0 15 7 10 4 3 6 14 5 12 2 1
(4x4)0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
F bound current: 49.0 | 0 expanded | 0 generated
F bound current: 49.07142857142857 | 1 expanded | 3 generated
F bound current: 49.2 | 3 expanded | 8 generated
F bound current: 49.36666666666667 | 6 expanded | 16 generated
F bound current: 49.44358974358974 | 10 expanded | 26 generated
F bound current: 49.776923076923076 | 15 expanded | 39 generated
F bound current: 50.276923076923076 | 21 expanded | 55 generated
F bound current: 50.343589743589746 | 28 expanded | 73 generated
F bound current: 50.43449883449883 | 36 expanded | 94 generated
